,T152_bearing,T153_bearing,T019_bearing,T018_bearing,T156_bearing,T157_bearing,T154_bearing,T155_bearing,T013_bearing,T012_bearing,T011_bearing,T159_bearing,T017_bearing,T016_bearing,T015_bearing,T014_bearing,T151_bearing,T080_bearing,T081_bearing,T082_bearing,T083_bearing,T084_bearing,T085_bearing,T086_bearing,T088_bearing,T089_bearing,T158_bearing,T149_bearing,T148_bearing,T009Alt_bearing,T145_bearing,T144_bearing,T147_bearing,T146_bearing,T141_bearing,T143_bearing,T142_bearing,T903_bearing,T092_bearing,T091_bearing,T090_bearing,T097_bearing,T096_bearing,T095_bearing,T094_bearing,T099_bearing,T222_bearing,T138_bearing,T046_bearing,T128_bearing,T114_bearing,T027_bearing,T025_bearing,T228_bearing,T229_bearing,T900_bearing,T224_bearing,T225_bearing,T226_bearing,T227_bearing,T220_bearing,T221_bearing,T028_bearing,T223_bearing,T044_bearing,T045_bearing,T129_bearing,T047_bearing,T040_bearing,T043_bearing,T048_bearing,T049_bearing,T031_bearing,T030_bearing,T033_bearing,T035_bearing,T034_bearing,T037_bearing,T036_bearing,T039_bearing,T236_bearing,T235_bearing,T233_bearing,T232_bearing,T231_bearing,T230_bearing,T054_bearing,T051_bearing,T050_bearing,T209_bearing,T200_bearing,T206_bearing,T062_bearing,T063_bearing,T060_bearing,T061_bearing,T066_bearing,T067_bearing,T065_bearing,T069_bearing,T135_bearing,T054C_bearing,T238_bearing,T215_bearing,T212_bearing,T219_bearing,T218_bearing,T150_bearing,T115_bearing,T079_bearing,T078_bearing,T075_bearing,T074_bearing,T077_bearing,T076_bearing,T071_bearing,T070_bearing,T073_bearing,T072_bearing,T094B_bearing,T100_bearing,T103_bearing,T102_bearing,T107_bearing,T008_bearing,T009_bearing,T162_bearing,T161_bearing,T160_bearing,T001_bearing,T002_bearing,T003_bearing,T004_bearing,T005_bearing,T006_bearing,T007_bearing,T237_bearing,Trap
T011,318.766592161,304.864880243,267.201690293,242.730373276,338.155409448,314.148634747,293.644041286,346.649320455,300.908802539,233.856968085,360.0,327.28420168,249.161496758,193.329595666,191.441694432,232.697401339,320.023164985,319.344377366,309.003575528,315.090482709,316.67457804,325.438758043,328.427360486,335.664885244,306.76648789,328.49456297,340.516522751,248.04434318,236.099637322,154.716317463,293.911427553,279.503979024,277.421450136,262.162784573,252.689664379,207.007354461,258.877719603,100.003809474,296.42135884,301.16435195,301.941004986,330.532252468,331.542247041,338.254651156,331.042517301,315.732440492,287.049078495,319.924523041,292.117398101,320.454094504,333.982590333,242.779741176,240.562982175,265.044072914,323.169008956,124.709303172,268.927962816,339.493842194,318.707475351,321.481571934,259.716782584,322.604701071,248.467052241,215.42116037,302.993389515,280.707157362,288.156327108,307.109615284,317.701830454,310.509333847,300.396370715,290.25363968,340.215811763,297.912739143,291.412291186,339.625873108,312.967713542,310.289963198,324.507919868,292.765221238,222.740810257,317.786245601,196.257475944,284.824342363,251.166180148,305.537912876,278.78939716,307.044335917,283.960209923,313.864758075,322.656799008,314.013850568,328.054837478,326.489110083,316.71239696,321.583670301,330.891436822,340.741627704,340.265397784,327.010625472,344.126798177,277.45655964,334.042325819,319.132698068,320.057703162,259.397841485,267.546485403,242.056062175,327.478951439,311.722130336,322.174050777,308.414889204,314.690922834,312.242578916,312.988280272,345.648379837,350.011480227,314.902639754,333.859425759,331.739399205,315.450386911,317.741514305,318.994947196,319.199134885,212.743642297,201.789231251,323.490404859,332.565521718,291.32545654,263.175458092,247.44192798,250.90037689,254.144921786,273.777666541,210.272227292,223.301553272,333.632519418,T011
T159,156.261044255,154.571382826,170.463328266,178.07451829,120.559523935,171.690584792,157.573357123,114.071345596,152.036679217,164.278535536,147.162052603,360.0,157.301741292,156.552672775,151.521137548,156.476537114,148.423715807,231.642133208,190.426461784,184.034810255,244.141084325,316.862743572,354.158387582,24.3348271787,165.653104643,1.43236913019,40.8101336882,177.043921013,174.287688376,148.448727553,185.826221974,152.370527567,169.286894976,170.054376708,160.184824221,157.737796283,156.670550171,136.912906241,186.896869164,180.258576309,174.553887969,339.134182675,87.0676337109,54.6257622252,45.1894417216,269.49383713,159.410741194,277.766113263,178.689123082,294.411611719,135.275658621,166.846657009,162.932438104,165.578889714,199.745190464,143.322202653,175.65459837,99.6594131076,176.775907761,277.060408796,172.24206326,311.760331012,173.272876848,154.278171723,164.607503349,176.19424458,190.188003238,165.562057336,156.340345173,164.782523916,178.539622404,178.536652769,128.878986796,163.224833139,167.452115583,113.948183032,165.965460871,149.998062424,150.239605471,162.164664028,160.921304179,201.171456359,156.973953883,175.624398377,177.240586281,155.090138155,183.965989663,177.258126117,169.869705063,264.348109634,308.903374895,267.107303246,145.562301647,148.210002551,166.609072668,161.935051202,134.131608056,110.182019356,120.551122027,148.5550292,38.2382231513,183.557739731,115.322095756,297.909760657,301.382238302,175.43519612,164.297186199,175.90455772,328.059053813,242.860527814,174.211989832,215.841635486,172.076767578,225.880352139,202.117957342,117.054748288,120.256541937,222.136612995,110.557641625,47.0010109653,279.852435799,289.750124055,242.123514155,273.818629737,160.823380846,153.925880395,285.800856911,53.7414774321,170.377444068,164.083646376,152.993621128,160.782627475,162.216939981,155.657102518,156.833247091,161.179079912,99.8099743751,T159
T017,338.426762177,347.10951192,280.46416489,239.826675693,351.628653918,328.891830637,336.200141729,0.401426352722,9.27488630802,215.976318718,69.1243445677,337.386833333,360.0,153.409475335,110.815753418,140.17015763,21.3590377613,329.340654056,321.394258719,327.603029345,326.123910217,333.6912471,338.129960804,344.657914956,326.688699561,338.280899919,349.512737798,247.446983574,229.505585374,116.512713163,307.002058156,32.7666195965,296.478784757,272.445062232,264.946322461,160.444888621,357.760533848,88.5376817331,309.431870483,315.877694453,318.467925727,337.892821308,342.04548273,347.969801111,340.980072978,324.036037181,327.107553053,328.674472191,307.323012686,328.456566761,349.495436403,236.264132545,226.346146269,282.735984522,333.76597437,99.4357658925,279.69876641,351.098264371,331.280208587,330.567510094,266.999014699,329.55598468,247.992080893,122.54485326,325.272945517,295.38306527,299.474255208,326.956126226,338.464961042,329.373310486,315.66152028,305.379019088,356.317238587,323.815114998,313.789678282,352.493892436,330.079735473,18.736944512,343.947191444,322.449450778,187.818567429,328.799384076,155.571033158,300.658115895,252.149528745,344.506370572,289.751065302,321.980684644,303.813010414,322.091583902,330.139114529,322.120730022,343.105391326,344.416253649,331.897279801,335.49910741,343.736073811,353.343810579,354.22939334,339.137945066,352.54029402,288.173691073,345.940738808,326.366367847,327.26542621,265.256485821,289.817720558,238.472009579,335.349691543,320.688381799,333.985471702,318.56503922,329.174994393,322.070882827,324.158221327,359.843796166,5.39586870777,325.042966692,345.412370533,341.663201828,323.094492063,325.26495535,328.701864192,327.962577145,179.346182064,128.846552962,332.747415371,342.554776745,311.083108677,282.15109963,71.4814781599,256.000952418,264.381590106,358.1492365,153.445994541,189.709931622,344.669925306,T017
T016,336.860031912,340.111897466,306.355292221,270.663798432,347.460526301,330.118098461,334.674719376,354.130045535,347.499498311,292.879307439,13.3153779564,336.660712909,333.432431709,360.0,14.7645614309,337.097744505,355.104059261,330.147986125,324.329636208,328.989128758,327.5080905,333.668856718,337.295243474,342.790191344,329.01452723,337.412797203,346.841929375,279.158300392,266.413457122,63.4276417483,314.705521676,350.19908261,313.869831068,303.406666096,322.535278867,316.517112784,336.22134416,58.754705439,316.202087661,321.035512167,323.198594106,337.271116339,340.410489925,345.395659008,339.610692596,325.643196665,330.754948694,329.514673242,315.948073111,329.271548465,345.391223105,293.502026875,305.730444535,312.937774458,333.718110853,57.8529308516,301.776347329,347.494039691,331.795268691,331.09268719,298.200243278,330.120935077,285.300782203,352.769431323,328.367466359,309.893412305,309.08034166,329.179617429,336.820512202,330.69820017,321.055765147,314.829692433,350.348725238,327.950575478,322.088305,348.281365044,331.093967684,352.359486504,340.731398789,327.745922649,299.29677332,329.789262718,298.767027796,312.92361302,282.730102572,339.050433341,303.957394768,325.224948757,316.660600505,324.034127494,330.651556214,324.033412956,340.660170711,341.25610379,332.325822217,335.007900399,341.438595448,349.015236276,349.342174464,337.915228411,349.536722752,303.072783821,343.325312543,327.430608167,328.189888524,293.731793681,316.586765424,272.74079114,335.074871739,323.059227294,333.883436666,321.68665816,330.308044762,324.339461456,326.197794789,353.559173878,357.293974967,326.736761111,342.964288494,340.172367176,324.747343931,326.541600588,329.612774613,328.930171431,277.514991199,1.89682245464,332.888116678,340.894644195,319.880422314,315.15625407,352.183357837,319.805932617,316.182443624,339.418221823,333.381686881,297.907844648,342.454828503,T016
T015,327.786146255,324.432097735,284.519531584,253.332609333,342.611319313,321.796542339,315.796515108,350.221753989,329.736222138,253.315074118,11.4363783548,331.638016316,290.847599255,194.773463648,360.0,277.999497522,342.652526036,324.347264743,316.188092179,321.64164154,321.664173037,329.196899507,332.530366844,338.93436562,317.713210129,332.624019537,343.409767608,260.1514549,246.994197315,122.925983223,303.548867949,326.757558608,294.405107881,279.913636634,284.406610101,220.954370736,300.503449087,78.3063175648,305.613841303,310.552625691,312.111376614,333.581224705,335.675428516,341.550692078,335.015011697,320.253603113,309.994433272,324.3203007,303.274668106,324.470440701,339.547427314,261.517432461,264.663373936,286.711570955,328.0846393,90.6806765016,283.306128226,343.254372411,324.893456079,325.900976291,275.88365779,325.997276769,262.760352613,270.958498874,315.591289218,294.073449731,297.678450036,317.96855818,327.295169309,320.422491739,310.182386796,301.722007427,345.187608681,313.007306526,306.355388087,343.744929648,321.786819089,337.397129958,332.629939287,310.514812077,242.824538794,323.386947461,200.016162368,297.872153585,263.674967673,323.868094194,290.047504253,315.703608233,299.458133761,318.498316936,326.282447789,318.575041981,334.164985081,333.808655926,324.230658114,328.007619571,335.912625803,344.666713913,344.629899211,332.164697574,346.575741779,288.871912693,338.42465061,322.887076972,323.736530618,273.690706687,290.356291694,253.555360404,330.934840186,316.913052124,327.684253775,314.534051111,322.159330922,317.81939502,319.143061587,349.447685849,353.530375754,320.378887505,338.143881635,335.648397438,319.668637776,321.73216721,323.899511709,323.659259958,225.535426255,228.531457454,327.819587103,336.428293521,305.032918948,286.823557053,317.610162335,281.176010018,281.329112709,311.618041794,231.80864961,243.162832405,337.764079004,T015
T014,336.765161231,342.156490489,287.079247808,246.804599969,349.760599263,328.25599935,332.779933197,358.011228984,357.524922069,235.136604869,52.6674683445,336.568844979,320.177381403,157.082013335,97.9748734274,360.0,9.785728934,328.891811286,321.320746459,327.141256697,325.844801445,333.156653397,337.312578316,343.647162309,326.026292002,337.450205577,348.315988628,254.879851754,237.682447225,111.71271711,308.105954628,9.68149495551,300.305991808,280.707757953,292.28623132,168.939819709,334.142643251,83.2745912326,310.296485897,316.245049612,318.632066596,337.277605207,340.986930219,346.745366468,340.021835752,323.877419736,325.525669214,328.309667385,308.589942034,328.131652882,347.494420134,251.798838761,251.929085283,291.465488316,333.076630237,93.2969368113,284.91607436,349.499070053,330.602141874,330.108231279,275.044344644,329.23828036,257.169338324,105.821150567,324.679963876,298.328129385,301.14054113,326.270965858,336.707367255,328.510899148,316.063414716,306.874687407,353.820238859,323.306192553,314.679977004,350.659309009,329.245150748,6.21544173646,341.882360645,322.070642325,207.483756841,328.332046772,160.108058653,302.926843273,259.39840622,340.285981575,292.657860763,321.843716662,306.166744968,322.015890673,329.776393424,322.04503841,341.54171748,342.473670262,331.034689087,334.489968878,342.36060782,351.501055867,352.153280697,338.068783562,351.307874349,291.274886753,344.554827898,326.145906334,327.01439485,272.254459098,297.415603852,246.312575011,334.781142406,320.670904832,333.205979917,318.660779451,328.531623043,321.979855125,323.93476579,357.416472632,2.44195229536,324.796489549,344.09011533,340.67742543,322.985453913,325.075992791,328.295245957,327.626765519,191.128324896,122.389632922,332.187308194,341.524947158,312.224905848,292.402552545,31.8474077147,284.912624491,284.331640582,342.947665206,161.274059288,209.350517598,343.438293615,T014
T151,318.245945191,286.306589011,246.184411197,227.587487107,342.578452092,312.488757153,266.123074961,353.459437973,236.597376039,207.868356797,140.001615918,328.52432605,201.37462727,175.096709987,162.636285452,189.794099237,360.0,319.20390613,306.416231447,313.93651385,316.096274218,326.16928076,329.797213185,337.998694457,301.327825697,329.889261032,343.582712406,231.665396782,219.684509006,148.609598306,286.768367134,189.92536196,258.069347018,240.06638589,213.499545892,182.534924172,205.627107442,113.123177479,290.132037089,295.601714553,295.894018297,331.781527717,333.602943053,341.23507852,332.889477586,315.089134414,257.513671536,319.888145712,283.076781486,320.491383141,338.043925275,218.03065051,210.365211403,237.641885832,323.729989531,131.05208693,252.1695564,343.441049214,318.385593195,321.688127023,239.493692794,322.882957783,229.409683471,176.639254076,294.938507797,266.983395075,280.197995721,301.839253329,316.688245946,306.878877369,294.342993828,280.519401153,346.475624891,285.318143805,277.471561034,344.147412714,310.584479288,218.94593308,326.245442743,274.649226742,195.698517489,317.325019382,176.923206189,272.195108828,234.661991573,290.099794678,267.452185376,303.254729134,267.806109427,312.951494557,322.966491287,313.136535206,330.285089912,328.7432813,315.740404965,321.961477539,333.370001207,345.405375618,345.456520179,328.493049753,347.475812581,265.733702224,336.957811856,319.001763545,320.040421178,241.589133572,238.46441519,225.684441249,328.434752629,310.366076577,322.605108124,306.217684427,313.215453381,310.842197208,311.535088715,352.461264248,359.058260544,313.953421249,336.635281591,333.699920643,314.822112616,317.425645197,318.798857768,319.052825791,190.351186974,172.061301023,324.019165359,334.68051162,279.059146745,232.919752788,179.471861828,213.628523889,219.874759868,214.787884447,181.950740428,196.449770407,336.216373211,T151
T080,139.835072128,144.169061039,161.891055631,171.829349651,100.806788326,150.093917893,147.611024446,99.7863351328,142.722913713,157.072922946,139.197703588,51.6176849828,149.231041398,150.015408362,144.205855423,148.77497898,139.078782566,360.0,170.583335222,155.29317628,271.338686411,350.418435354,38.2898537889,35.63954297,151.468882244,41.275302177,44.5114020165,170.322012825,168.001800559,141.853999565,174.176428698,143.778898536,159.861796332,161.811584844,152.059681968,150.848559353,148.34374046,130.50336195,174.553588986,166.010232747,160.448111804,356.7321353,64.7044208694,53.3662272956,49.4892796908,296.170426407,149.709739585,323.969542942,167.194620552,324.875027403,115.434940136,159.457562164,155.361252123,157.006353739,86.3834125632,136.679817244,167.221441498,82.69415428,141.77922177,341.183331946,164.293190599,329.915824242,166.131044744,146.796360473,151.864176628,166.544175848,180.426637671,151.271702097,140.824793163,149.198275322,164.673665515,167.433738446,112.595956291,151.79988774,156.510186031,95.3180873262,148.277039664,140.740499541,133.466370192,151.609247099,153.836758972,154.074285087,150.381433008,165.397828009,170.326794021,144.432524455,175.115610928,160.288698894,159.768545836,285.854567073,332.265566248,288.706115014,121.937897018,129.901005412,144.465443699,133.126381381,104.148797748,92.657208137,102.744988881,105.603401053,41.9440604092,174.847016855,88.9239932982,318.402393309,321.827850755,167.756216423,155.571183472,169.442868157,353.163791622,252.854368117,122.756961038,204.648692131,149.570937717,219.392732083,176.734810051,102.305353249,107.229048116,205.854012228,84.1519989625,49.9131033888,301.363224579,312.354494875,306.287940537,317.966514929,154.102270409,146.709901523,1.95761785747,52.4625593555,159.242803507,155.587905986,144.931468606,152.734260609,154.087369635,146.936410551,149.731609837,154.099226913,75.6031766081,T080
T081,110.351764044,130.923747196,157.673639548,172.280952246,59.7429070809,98.2266779218,136.282511014,67.9908534365,131.006328037,152.35851802,128.866736403,10.4119071696,141.294506381,144.206908872,136.056523832,141.213770728,126.300953732,350.59324693,360.0,31.9338046268,337.707004038,350.513910446,8.57988084679,15.2972474257,132.942181019,9.53394593231,23.2573145668,170.23129872,167.143970568,134.234746114,178.488253026,133.568901972,153.997398607,157.816036785,144.867007925,144.825592925,139.799078824,121.009775657,180.210648748,158.912889849,147.917758703,354.396797731,22.4491463767,25.7609418915,15.7865077522,328.515922266,139.522964941,341.631960659,164.033855878,338.414097191,74.234274716,155.304206924,149.787502807,150.903664082,7.48627360345,127.960905518,165.480585413,44.6343384564,35.3578255068,347.876561166,161.475950609,337.774298767,164.389785654,139.030189283,136.9583794,163.930241759,189.869856859,132.3662359,114.332069149,125.562126565,156.605028341,164.691949362,78.7171792753,139.486870383,147.16432444,55.8396262899,116.81700303,128.570739982,101.540474077,140.735822017,148.349863576,359.338099829,144.591950684,161.748122197,170.23362164,130.790441639,178.176273463,138.697924421,153.126745465,323.224507044,340.355705559,323.251128838,71.5745226842,93.1000338787,92.2361370816,62.0601279478,48.3102266796,54.6409374364,64.9756315816,35.4614530878,24.3240772576,177.624173358,41.0081415269,332.078763609,333.870005086,166.488612661,148.7832968,169.044567637,352.002971915,318.874558762,23.814770445,305.279993057,91.8892627807,324.260746029,341.825177537,70.0370739793,79.2390640475,337.476843543,37.1250913295,16.890468934,325.403454727,330.219224051,346.726727597,339.917144619,149.059587897,139.286137753,354.004756267,18.9691990427,151.031527503,149.073859639,135.854506129,145.838379691,147.507833004,137.403719982,143.183054684,148.686646003,31.3659986786,T081
T082,127.962834426,139.843340987,164.226673214,176.053542916,67.0597849495,140.513935592,144.725738943,74.8977118848,138.57743686,157.560772801,134.963805706,4.03037523641,147.513434122,148.876567605,141.520237253,147.044440303,133.831391635,335.313205385,211.943930392,360.0,321.621590806,343.478708046,2.64571997693,12.3204965301,148.821524152,3.71386302417,21.8436845448,174.483452165,171.133139982,139.026939117,187.497109618,140.34900367,161.683999617,163.991857988,151.123376584,149.81974513,146.300759968,125.654660832,189.912108544,175.744703025,164.583027819,349.760471326,19.7961858126,24.5588195834,11.7442126768,316.954172522,147.658891446,330.858387493,174.413445292,329.761953951,86.103300471,160.634874916,155.400153425,157.597190095,357.297383941,132.810759382,171.603813986,47.6719412872,41.1226957822,337.314499719,167.226365301,331.695836155,169.236250552,144.648045348,149.895572037,171.578346796,194.954758404,148.456073452,130.639604571,144.308059701,172.504875311,174.384559405,88.7314961879,150.127734935,157.111745695,61.7787175624,141.05520812,136.041392494,117.571446216,150.053646242,153.492476103,336.312397859,149.308829451,170.282828298,174.653501263,140.049600936,183.920767297,166.381739761,161.749400188,311.161835553,333.450555413,311.722907681,86.983260836,109.579914739,126.658883658,85.2683991572,54.6340012801,60.0235235245,72.8464719464,37.1883636192,23.277025723,183.278963639,43.810340749,324.665045288,326.745026611,171.780838898,155.68490047,173.118537131,346.113589795,301.958943613,18.0067571913,275.537551564,137.661799402,300.353427022,293.24907522,77.4921644488,87.0696564057,313.911760296,38.6947532603,13.2167185753,315.929259515,321.765477446,332.04094541,328.65130284,153.843443352,144.639738238,344.631767007,15.8362244172,161.272650041,155.703605152,142.073929662,152.00292725,153.744314537,144.344199942,148.397820334,153.820242045,31.2148870148,T082
T083,134.408859906,140.367825004,157.660396179,168.255991934,99.4121096158,141.235181719,143.73806617,98.7924067938,139.39651698,153.800484077,136.513127445,64.1018894118,145.999518348,147.360726251,141.507982669,145.713188564,135.956377891,91.3239365048,157.682332813,141.58680484,360.0,5.58464879345,52.4687590079,44.1672852224,145.553673919,54.8348909413,50.6207534267,166.554168791,164.62207099,139.510436884,166.76827981,140.645639967,155.349062335,157.755415808,148.651481161,148.014407816,145.059408565,128.653947121,166.568496097,158.134939555,153.470348773,5.33323757505,70.9035763152,59.3127242048,59.1938766113,308.137056767,145.797993318,351.822894616,160.840187272,339.359153817,112.133419826,155.97021335,152.012861841,153.104204063,88.6042944,134.525006822,162.670973639,84.028803314,129.845935717,16.4188313098,160.224294639,337.797392124,162.382563058,143.916379497,146.519387375,161.350042769,173.534220172,145.33376523,135.579278686,142.970225076,157.23505377,161.288382652,110.078495328,147.019712117,151.539669854,94.7240255236,141.330015238,137.54980233,128.65499222,147.210399441,150.780604849,129.238475677,147.688882079,159.981929407,166.444264272,140.521748242,169.584558511,151.787425257,154.92629499,292.508464478,342.76767968,295.859286346,117.174646566,125.119029929,136.446343445,125.30867736,101.679042236,92.4539894457,101.207132832,102.107099014,47.2306214949,169.440650384,89.3678221848,326.990101832,330.526846379,163.599352579,151.690800656,165.881332637,4.79185096837,240.21369426,113.291558368,185.009215423,140.42995765,187.551730782,155.078768325,101.014983937,105.598939401,158.274654766,85.5518802059,59.0915743584,309.654444199,321.868494168,70.693732572,346.254422209,151.19165867,143.934670612,31.3335072281,60.7234287299,153.93131541,151.810568953,141.927856526,149.320966305,150.562505195,143.579405949,146.862267232,151.032388231,78.8174247873,T083
T084,150.259902098,150.629829658,163.874945793,171.544475864,127.266679296,158.881559281,153.117121153,121.828815601,148.929183619,159.669743456,145.282799996,136.828956719,153.572326315,153.526979923,149.046199997,153.030516425,146.034862584,170.409079885,170.494643149,163.449331154,185.590034308,360.0,128.198524123,85.8111690984,157.600139071,128.750863164,82.9889918772,170.332397401,168.449607297,146.643958819,172.90413682,149.391914636,162.479273206,163.748498689,155.897682118,154.386120394,152.96585846,136.871408779,173.083971286,167.594900382,163.855344592,5.01401730325,123.817138153,98.5213657336,119.417336815,218.240971997,154.653909786,196.500889916,168.183902648,244.147528234,135.836070205,161.670580356,158.384603631,160.024460826,153.317925988,142.289101771,167.982979104,117.151974333,157.787301827,177.504049723,165.654453072,306.673325367,167.011862448,151.289009996,157.414138015,167.572129452,177.266791409,157.494256249,150.546761669,156.465020415,166.675579947,168.32596342,131.530194317,156.916991203,160.311324199,123.572682166,156.5375231,147.312727219,145.993186289,156.461454209,156.956100229,165.890864402,153.861304425,166.783098576,170.336659857,150.958844802,173.828418976,164.251979706,162.559843476,219.07736292,295.270098519,223.126646108,142.028513216,144.3608556,155.532719894,151.009305084,135.461210072,121.329277432,126.756924287,141.835617801,71.9442442657,173.652281511,126.871687499,277.014079275,283.742248615,168.343265011,158.931244506,169.625091043,2.2266846335,200.041828191,152.913774173,185.347365655,158.808093109,186.150248651,172.870111777,123.773257133,125.212697481,178.931314778,125.467522691,116.718003802,243.356926535,257.702510988,175.263733049,198.017941294,157.040991734,151.081963892,160.775032471,114.948468537,162.39700372,158.871207138,150.050596527,156.415661908,157.541999751,152.010949213,153.547715972,157.172049756,122.705149104,T084
T085,157.771236352,155.6553301,170.646260868,177.917551896,126.791866523,171.959795894,158.462375051,119.208578444,153.133870246,164.68229288,148.304172617,174.157337288,158.043825655,157.186162262,152.412448384,157.21922805,149.69556204,218.313248747,188.593382622,182.64910348,232.506898998,308.23125729,360.0,32.8174574427,166.295955423,140.421846196,48.976624456,176.921298159,174.281627634,149.357687605,184.974391681,153.372529723,169.547893164,170.250101748,160.810908139,158.361733152,157.461514271,138.174504772,185.913723168,179.758264455,174.521830779,337.070954832,115.41601925,67.5710826638,87.3188685135,260.039442394,160.186847897,263.928387718,178.380268881,285.39241766,139.365057878,167.156779757,163.409455927,165.99294981,190.909390889,144.409473467,175.577354909,109.387068195,176.357614525,258.721019518,172.331283229,307.400200143,173.310005863,155.084555078,165.262389622,176.07613603,189.124133763,166.215817559,157.768432366,165.549432153,178.191733581,178.246966874,132.885561909,163.901728598,167.858725824,120.974281383,166.714720203,151.184581015,152.294439224,162.853337389,161.444964043,195.896882383,157.59830653,175.535107785,177.106136313,156.170782352,183.404350399,176.970767203,170.114768812,255.830673926,302.920334851,258.790989607,148.991415172,150.634349915,167.44370372,163.622014829,140.718697006,117.458374363,126.091447869,154.050543891,43.843702277,183.028764003,125.76904974,292.013793058,295.722251134,175.374391267,164.777830972,175.833209763,323.190874515,234.890219004,174.199430326,210.981179783,172.311511163,218.781119452,198.086909814,121.980020666,124.215433064,214.246212223,122.874002956,81.7081740397,272.490957244,282.724690524,227.731113146,260.486044657,161.325274216,154.717923884,260.907821997,83.1636216839,170.613359977,164.562349146,153.911550792,161.37818573,162.757048497,156.528038492,157.50826399,161.692847302,116.224045563,T085
